"tf","fam","target","dna_binding.conservation","dna_binding.dapSeq","coDiffExp_0PF","coDiffExp_P0F","coDiffExp_0P0F","coDiffExp","p.rf","rank","mode_of_regulation"
"AT5G54230","MYB","AT5G43690",0,1,1,0,0,1,0.943425583043611,2.94342558304361,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G26290",1,1,1,0,0,1,0.917981773727495,2.9179817737275,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G24706",0,1,1,0,0,1,0.912412401917407,2.91241240191741,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G03640",0,1,1,0,0,1,0.886029180488746,2.88602918048875,"repression"
"AT5G54230","MYB","AT5G24890",0,1,1,0,0,1,0.885844653109496,2.8858446531095,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G13970",0,1,1,1,0,1,0.834923484044672,2.83492348404467,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G03640",0,1,1,1,0,1,0.826477162639916,2.82647716263992,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G15580",0,1,1,1,0,1,0.825684533669956,2.82568453366996,"repression"
"AT1G77200","AP2/ERF-ERF","AT3G16280",0,1,1,0,0,1,0.817099816730762,2.81709981673076,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G58530",0,1,1,0,0,1,0.816579785025603,2.8165797850256,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G17430",0,1,1,0,0,1,0.760948973985833,2.76094897398583,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G34710",0,1,1,0,0,1,0.756159649733484,2.75615964973348,"repression"
"AT1G77200","AP2/ERF-ERF","AT2G25940",0,1,1,0,0,1,0.750695123025243,2.75069512302524,"repression"
"AT5G54230","MYB","AT5G10020",0,1,1,0,0,1,0.708027360377778,2.70802736037778,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G19110",0,1,1,0,0,1,0.702122484241781,2.70212248424178,"activation"
"AT5G54230","MYB","AT1G27050",0,1,1,0,0,1,0.700952412905174,2.70095241290517,"repression"
"AT5G54230","MYB","AT1G05670",0,1,1,0,0,1,0.699643946034129,2.69964394603413,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G01140",1,1,1,0,0,1,0.697681245727562,2.69768124572756,"repression"
"AT3G16280","AP2/ERF-ERF","AT3G30180",0,1,1,1,0,1,0.687964201688426,2.68796420168843,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G59710",0,1,1,1,0,1,0.687150603698096,2.6871506036981,"activation"
"AT5G54230","MYB","AT5G58530",0,1,1,0,0,1,0.673092972442513,2.67309297244251,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G65640",0,1,1,0,0,1,0.666034800186205,2.66603480018621,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G27050",0,1,1,0,0,1,0.65161650178027,2.65161650178027,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G07560",0,1,1,0,0,1,0.650786128573645,2.65078612857365,"repression"
"AT5G54230","MYB","AT2G31670",0,1,1,0,0,1,0.609007452389839,2.60900745238984,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G03360",0,1,1,1,0,1,0.606939906981426,2.60693990698143,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G25460",0,1,1,0,0,1,0.523411911242331,2.52341191124233,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G15580",0,1,1,0,0,1,0.492121939047252,2.49212193904725,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G43690",0,1,1,0,0,1,0.478487882003129,2.47848788200313,"repression"
"AT1G77200","AP2/ERF-ERF","AT2G24850",0,1,1,0,0,1,0.45209627296632,2.45209627296632,"repression"
"AT3G16280","AP2/ERF-ERF","AT4G29690",0,1,1,1,0,1,0.430179452876321,2.43017945287632,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G13970",0,1,1,0,0,1,0.429869111374855,2.42986911137485,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G15060",0,1,1,1,0,1,0.427684139452373,2.42768413945237,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G62260",0,1,1,1,0,1,0.42419489446292,2.42419489446292,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G50260",0,1,1,0,0,1,0.408375865496316,2.40837586549632,"repression"
"AT5G54230","MYB","AT1G62260",0,1,1,0,0,1,0.401749655059615,2.40174965505962,"activation"
"AT5G54230","MYB","AT4G17430",0,1,1,0,0,1,0.374481540971369,2.37448154097137,"activation"
"AT5G54230","MYB","AT1G77200",0,1,1,0,0,1,0.367154965254333,2.36715496525433,"repression"
"AT1G77200","AP2/ERF-ERF","AT4G37130",0,1,1,0,0,1,0.366488150406589,2.36648815040659,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G62260",0,1,1,0,0,1,0.336649234421066,2.33664923442107,"repression"
"AT3G16280","AP2/ERF-ERF","AT5G65640",0,1,1,1,0,1,0.3272257566671,2.3272257566671,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G43690",0,1,1,1,0,1,0.325082722785357,2.32508272278536,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G32970",0,1,1,0,0,1,0.324277512403176,2.32427751240318,"repression"
"AT5G54230","MYB","AT2G26290",0,1,1,0,0,1,0.308177498563622,2.30817749856362,"activation"
"AT5G54230","MYB","AT4G16970",0,1,1,0,0,1,0.305875100127072,2.30587510012707,"repression"
"AT1G77200","AP2/ERF-ERF","AT4G29690",0,1,1,0,0,1,0.280615818190206,2.28061581819021,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G13220",0,1,1,0,0,1,0.277873070325901,2.2778730703259,"repression"
"AT5G54230","MYB","AT5G05340",0,1,1,0,0,1,0.275818106329708,2.27581810632971,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G15060",0,1,1,0,0,1,0.271817217243245,2.27181721724324,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G31670",0,1,1,0,0,1,0.270097757572962,2.27009775757296,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G59710",0,1,1,0,0,1,0.249833296288064,2.24983329628806,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G63170",0,1,1,0,0,1,0.238069675860883,2.23806967586088,"repression"
"AT5G54230","MYB","AT5G47310",0,1,1,0,0,1,0.219390472515905,2.21939047251591,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G13220",0,1,1,1,0,1,0.206477749772486,2.20647774977249,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G62570",0,1,1,0,0,1,0.201436797275705,2.20143679727571,"repression"
"AT5G54230","MYB","AT5G13220",0,1,1,0,0,1,0.198299831828457,2.19829983182846,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G05340",0,1,1,0,0,1,0.197914001853661,2.19791400185366,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G32970",0,1,1,1,0,1,0.186167156642776,2.18616715664278,"activation"
"AT5G54230","MYB","AT5G07070",0,1,1,0,0,1,0.148368400525064,2.14836840052506,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G03360",0,1,1,0,0,1,0.142358679287221,2.14235867928722,"repression"
"AT3G16280","AP2/ERF-ERF","AT2G26290",0,1,1,1,0,1,0.135531166254975,2.13553116625497,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G30180",0,1,1,0,0,1,0.119410183395052,2.11941018339505,"repression"
"AT3G16280","AP2/ERF-ERF","AT5G19110",0,1,1,1,0,1,0.118399476613252,2.11839947661325,"repression"
"AT5G54230","MYB","AT3G03110",0,1,1,0,0,1,0.114100827437544,2.11410082743754,"repression"
"AT5G54230","MYB","AT1G32970",0,1,1,0,0,1,0.102542703409982,2.10254270340998,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G01140",0,1,1,1,0,1,0.0895544921932337,2.08955449219323,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G62570",0,1,1,1,0,1,0.0424916228763625,2.04249162287636,"activation"
"AT4G17490","AP2/ERF-ERF","AT5G57560",0,0,0,0,1,1,0.998792184426728,1.99879218442673,"activation"
"AT4G17490","AP2/ERF-ERF","AT1G73740",0,0,0,0,1,1,0.998632819871921,1.99863281987192,"activation"
"AT4G17900","PLATZ","AT3G56170",0,0,0,0,1,1,0.998565719006739,1.99856571900674,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G19430",0,1,0,0,0,0,0.996821096512013,1.99682109651201,"activation"
"AT4G17900","PLATZ","AT2G26290",0,0,0,0,1,1,0.995680381803923,1.99568038180392,"activation"
"AT4G17900","PLATZ","AT4G36430",0,0,0,0,1,1,0.995349071282088,1.99534907128209,"activation"
"AT5G54230","MYB","AT2G43390",0,1,0,0,0,0,0.995017760760253,1.99501776076025,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G68340",0,1,0,0,0,0,0.994543860899906,1.99454386089991,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G36800",0,1,0,0,0,0,0.994388690149174,1.99438869014917,"activation"
"AT4G17900","PLATZ","AT5G25460",0,0,0,0,1,1,0.994342558304361,1.99434255830436,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G04010",0,1,0,0,0,0,0.994216744182145,1.99421674418215,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G23630",0,1,0,0,0,0,0.994191581357702,1.9941915813577,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G73430",0,1,0,0,0,0,0.993814138991055,1.99381413899105,"activation"
"AT5G54230","MYB","AT4G27990",0,1,0,0,0,0,0.993684131064765,1.99368413106476,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G34270",0,1,0,0,0,0,0.99351637890181,1.99351637890181,"activation"
"AT4G17900","PLATZ","AT5G63600",0,0,0,0,1,1,0.993176680771828,1.99317668077183,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G13175",0,1,0,0,0,0,0.993138936535163,1.99313893653516,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G15095",0,1,0,0,0,0,0.993004734804799,1.9930047348048,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G63650",0,1,0,0,0,0,0.992954409155913,1.99295440915591,"activation"
"AT4G17900","PLATZ","AT1G27290",0,0,0,0,1,1,0.99261471102593,1.99261471102593,"activation"
"AT5G54230","MYB","AT1G23390",0,1,0,0,0,0,0.99237566419372,1.99237566419372,"activation"
"AT4G17900","PLATZ","AT4G37130",0,0,0,0,1,1,0.992367276585572,1.99236727658557,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G62310",0,1,0,0,0,0,0.992010803239294,1.99201080323929,"activation"
"AT5G54230","MYB","AT5G58540",0,1,0,0,0,0,0.991947896178186,1.99194789617819,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G37160",0,1,0,0,0,0,0.991889182921152,1.99188918292115,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G43990",0,1,0,0,0,0,0.991813694447823,1.99181369444782,"activation"
"AT4G17490","AP2/ERF-ERF","AT2G31670",0,0,0,0,1,1,0.991675298913385,1.99167529891339,"repression"
"AT5G54230","MYB","AT2G28470",0,1,0,0,0,0,0.99105042210638,1.99105042210638,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G66985",0,1,0,0,0,0,0.990266180744568,1.99026618074457,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G01110",0,1,0,0,0,0,0.990190692271238,1.99019069227124,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G20970",0,1,0,0,0,0,0.990115203797909,1.99011520379791,"repression"
"AT4G17900","PLATZ","AT4G00700",0,0,0,0,1,1,0.99009423477754,1.99009423477754,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G08680",0,1,0,0,0,0,0.989934870222733,1.98993487022273,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G25700",0,1,0,0,0,0,0.989666466762006,1.98966646676201,"activation"
"AT1G15580","AUX/IAA","AT3G21160",0,0,1,0,0,1,0.989574203072381,1.98957420307238,"repression"
"AT3G16280","AP2/ERF-ERF","AT3G04460",0,1,0,0,0,0,0.98943161373387,1.98943161373387,"activation"
"AT5G54230","MYB","AT5G39410",0,1,0,0,0,0,0.988982876697966,1.98898287669797,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G51500",0,1,0,0,0,0,0.988894806812415,1.98889480681242,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G40150",0,1,0,0,0,0,0.988865450183898,1.9888654501839,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G75900",0,1,0,0,0,0,0.988731248453535,1.98873124845353,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G15060",0,1,0,0,0,0,0.988706085629092,1.98870608562909,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G12940",0,1,0,0,0,0,0.988416713147995,1.988416713148,"activation"
"AT5G54230","MYB","AT1G73390",0,1,0,0,0,0,0.988337030870592,1.98833703087059,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G43590",0,1,0,0,0,0,0.988278317613558,1.98827831761356,"repression"
"AT5G54230","MYB","AT1G76880",0,1,0,0,0,0,0.988190247728007,1.98819024772801,"repression"
"AT1G77200","AP2/ERF-ERF","AT3G20050",0,1,0,0,0,0,0.987905069050984,1.98790506905098,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G38560",0,1,0,0,0,0,0.987884100030615,1.98788410003061,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G37170",0,1,0,0,0,0,0.987796030145064,1.98779603014506,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G18670",0,1,0,0,0,0,0.987510851468041,1.98751085146804,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G16530",0,1,0,0,0,0,0.98710824627695,1.98710824627695,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G26790",0,1,0,0,0,0,0.986860811836593,1.98686081183659,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G26890",0,1,0,0,0,0,0.986617571200309,1.98661757120031,"activation"
"AT5G07700","MYB","AT5G13220",0,0,0,0,1,1,0.986269485462178,1.98626948546218,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G33450",0,1,0,0,0,0,0.986114314711445,1.98611431471145,"activation"
"AT5G54230","MYB","AT5G11060",0,1,0,0,0,0,0.985908818311826,1.98590881831183,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G15090",0,1,0,0,0,0,0.985904624507752,1.98590462450775,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G23900",0,1,0,0,0,0,0.985900430703678,1.98590043070368,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G28940",0,1,0,0,0,0,0.985862686467014,1.98586268646701,"repression"
"AT4G17900","PLATZ","AT3G03110",0,0,0,0,1,1,0.985850105054792,1.98585010505479,"repression"
"AT5G54230","MYB","AT3G63200",0,1,0,0,0,0,0.985711709520355,1.98571170952035,"activation"
"AT4G17900","PLATZ","AT3G29350",0,0,0,0,1,1,0.985694934304059,1.98569493430406,"activation"
"AT5G54230","MYB","AT1G07040",0,1,0,0,0,0,0.985468468884071,1.98546846888407,"activation"
"AT5G54230","MYB","AT1G05450",0,1,0,0,0,0,0.985321685741485,1.98532168574149,"activation"
"AT5G54230","MYB","AT4G26480",0,1,0,0,0,0,0.98506586369298,1.98506586369298,"repression"
"AT4G17900","PLATZ","AT5G19110",0,0,0,0,1,1,0.985015538044094,1.98501553804409,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G59750",0,1,0,0,0,0,0.984814235448548,1.98481423544855,"repression"
"AT5G54230","MYB","AT3G56080",0,1,0,0,0,0,0.984780685015957,1.98478068501596,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G32810",0,1,0,0,0,0,0.98451228155523,1.98451228155523,"activation"
"AT5G54230","MYB","AT5G47990",0,1,0,0,0,0,0.984310978959685,1.98431097895969,"activation"
"AT5G07700","MYB","AT1G32970",0,0,0,0,1,1,0.984180971033395,1.9841809710334,"activation"
"AT5G54230","MYB","AT3G45600",0,1,0,0,0,0,0.984105482560066,1.98410548256007,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G15690",0,1,0,0,0,0,0.983753203017861,1.98375320301786,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G60900",0,1,0,0,0,0,0.983547706618242,1.98354770661824,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G19500",0,1,0,0,0,0,0.983509962381578,1.98350996238158,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G29020",0,1,0,0,0,0,0.983442861516396,1.9834428615164,"activation"
"AT4G17900","PLATZ","AT4G17430",0,0,0,0,1,1,0.983195427076038,1.98319542707604,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G45920",0,1,0,0,0,0,0.983182845663816,1.98318284566382,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G37650",0,1,0,0,0,0,0.983178651859742,1.98317865185974,"activation"
"AT5G54230","MYB","AT1G32070",0,1,0,0,0,0,0.983166070447521,1.98316607044752,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G68560",0,1,0,0,0,0,0.983069612953822,1.98306961295382,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G11780",0,1,0,0,0,0,0.982859922750129,1.98285992275013,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G11730",0,1,0,0,0,0,0.982696364391248,1.98269636439125,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G48920",0,1,0,0,0,0,0.982507643207925,1.98250764320792,"repression"
"AT1G77200","AP2/ERF-ERF","AT2G35270",0,1,0,0,0,0,0.982440542342743,1.98244054234274,"repression"
"AT1G77200","AP2/ERF-ERF","AT2G18210",0,1,0,0,0,0,0.98233989104497,1.98233989104497,"repression"
"AT3G16280","AP2/ERF-ERF","AT4G37295",0,1,0,0,0,0,0.982251821159419,1.98225182115942,"repression"
"AT3G16280","AP2/ERF-ERF","AT2G42660",0,1,0,0,0,0,0.982243433551271,1.98224343355127,"activation"
"AT5G54230","MYB","AT4G39090",0,1,0,0,0,0,0.982159557469794,1.98215955746979,"activation"
"AT5G61430","NAC","AT3G16280",0,0,0,1,0,1,0.982008580523135,1.98200858052314,"activation"
"AT4G17900","PLATZ","AT4G16970",0,0,0,0,1,1,0.981819859339811,1.98181985933981,"repression"
"AT4G17490","AP2/ERF-ERF","AT5G58530",0,0,0,0,1,1,0.981815665535738,1.98181566553574,"repression"
"AT5G54230","MYB","AT1G58340",0,1,0,0,0,0,0.98173178945426,1.98173178945426,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G37700",0,1,0,0,0,0,0.981543068270937,1.98154306827094,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G22840",0,1,0,0,0,0,0.981362734695761,1.98136273469576,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G21540",0,1,0,0,0,0,0.98125369578984,1.98125369578984,"repression"
"AT5G54230","MYB","AT3G04370",0,1,0,0,0,0,0.981211757749102,1.9812117577491,"activation"
"AT4G17900","PLATZ","AT4G29690",0,0,0,0,1,1,0.981194982532806,1.98119498253281,"repression"
"AT3G16280","AP2/ERF-ERF","AT3G46540",0,1,0,0,0,0,0.981048199390221,1.98104819939022,"repression"
"AT4G17900","PLATZ","AT5G10020",0,0,0,0,1,1,0.980926579072079,1.98092657907208,"repression"
"AT1G77200","AP2/ERF-ERF","AT4G39680",0,1,0,0,0,0,0.980880447227266,1.98088044722727,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G24280",0,1,0,0,0,0,0.980796571145789,1.98079657114579,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G10130",0,1,0,0,0,0,0.980746245496903,1.9807462454969,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G16850",0,1,0,0,0,0,0.980549136705431,1.98054913670543,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G18000",0,1,0,0,0,0,0.980532361489136,1.98053236148914,"activation"
"AT5G54230","MYB","AT2G04550",0,1,0,0,0,0,0.980511392468767,1.98051139246877,"activation"
"AT5G54230","MYB","AT4G13100",0,1,0,0,0,0,0.980427516387289,1.98042751638729,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G25260",0,1,0,0,0,0,0.980268151832483,1.98026815183248,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G34020",0,1,0,0,0,0,0.980238795203966,1.98023879520397,"activation"
"AT1G77200","AP2/ERF-ERF","AT1G74960",0,1,0,0,0,0,0.980205244771375,1.98020524477137,"activation"
"AT5G54230","MYB","AT4G02340",0,1,0,0,0,0,0.980054267824716,1.98005426782472,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G20980",0,1,0,0,0,0,0.980029105000273,1.98002910500027,"activation"
"AT1G77200","AP2/ERF-ERF","AT4G38680",0,1,0,0,0,0,0.980012329783977,1.98001232978398,"activation"
"AT3G16280","AP2/ERF-ERF","AT3G22420",0,1,0,0,0,0,0.979857159033244,1.97985715903324,"repression"
"AT5G54230","MYB","AT4G31500",0,1,0,0,0,0,0.979790058168063,1.97979005816806,"activation"
"AT5G54230","MYB","AT5G37180",0,1,0,0,0,0,0.979777476755841,1.97977747675584,"activation"
"AT5G54230","MYB","AT2G25790",0,1,0,0,0,0,0.979567786552148,1.97956778655215,"activation"
"AT5G54230","MYB","AT3G01100",0,1,0,0,0,0,0.979488104274745,1.97948810427474,"activation"
"AT5G54230","MYB","AT3G18400",0,1,0,0,0,0,0.979387452976972,1.97938745297697,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G22780",0,1,0,0,0,0,0.979274220266978,1.97927422026698,"activation"
"AT1G77200","AP2/ERF-ERF","AT3G28450",0,1,0,0,0,0,0.979270026462904,1.9792700264629,"repression"
"AT5G54230","MYB","AT1G49450",0,1,0,0,0,0,0.979240669834387,1.97924066983439,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G07420",0,1,0,0,0,0,0.979119049516245,1.97911904951624,"repression"
"AT5G54230","MYB","AT1G18860",0,1,0,0,0,0,0.979089692887728,1.97908969288773,"activation"
"AT3G16280","AP2/ERF-ERF","AT5G13630",0,1,0,0,0,0,0.978682893892563,1.97868289389256,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G51700",0,1,0,0,0,0,0.978661924872194,1.97866192487219,"activation"
"AT5G54230","MYB","AT1G11840",0,1,0,0,0,0,0.978540304554052,1.97854030455405,"activation"
"AT5G07700","MYB","AT1G62570",0,0,0,0,1,1,0.97836416478295,1.97836416478295,"activation"
"AT4G17900","PLATZ","AT3G21160",0,0,0,0,1,1,0.978188025011848,1.97818802501185,"repression"
"AT4G17900","PLATZ","AT4G01140",0,0,0,0,1,1,0.978020272848893,1.97802027284889,"activation"
"AT3G16280","AP2/ERF-ERF","AT4G21760",0,1,0,0,0,0,0.977877683510382,1.97787768351038,"activation"
"AT5G54230","MYB","AT3G28050",0,1,0,0,0,0,0.977802195037052,1.97780219503705,"activation"
"AT3G16280","AP2/ERF-ERF","AT1G09800",0,1,0,0,0,0,0.977688962327058,1.97768896232706,"repression"
"AT1G77200","AP2/ERF-ERF","AT1G63050",0,1,0,0,0,0,0.977567342008916,1.97756734200892,"activation"
"AT1G77200","AP2/ERF-ERF","AT2G23350",0,1,0,0,0,0,0.977546372988547,1.97754637298855,"activation"
"AT3G16280","AP2/ERF-ERF","AT2G47240",0,1,0,0,0,0,0.97731151996041,1.97731151996041,"repression"
"AT1G77200","AP2/ERF-ERF","AT5G41400",0,1,0,0,0,0,0.977290550940041,1.97729055094004,"repression"
"AT5G54230","MYB","AT1G65720",0,1,0,0,0,0,0.977210868662638,1.97721086866264,"activation"
"AT5G54230","MYB","AT2G01890",0,1,0,0,0,0,0.97714796160153,1.97714796160153,"activation"
"AT5G54230","MYB","AT2G44130",0,1,0,0,0,0,0.977143767797456,1.97714376779746,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G11970",0,1,0,0,0,0,0.977022147479314,1.97702214747931,"repression"
"AT3G16280","AP2/ERF-ERF","AT1G65130",0,1,0,0,0,0,0.976976015634502,1.9769760156345,"activation"
"AT5G54230","MYB","AT1G23120",0,1,0,0,0,0,0.976967628026354,1.97696762802635,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G35360",0,1,0,0,0,0,0.976929883789689,1.97692988378969,"activation"
"AT1G77200","AP2/ERF-ERF","AT5G01020",0,1,0,0,0,0,0.976904720965246,1.97690472096525,"activation"
